Uniprot ID,Gene-name,Lung,,,Spleen (White pulp),,,Liver,,,Heart,,, Renal cortex,,,Renal medulla,,,Testis,,,Thyroid,,
P09234,SNRPC,0.6795 ,0.0001 ,0.0011 ,0.3104 ,0.0051 ,0.0262 ,0.3968 ,0.0108 ,0.0413 ,,,,,,,0.6149 ,0.0009 ,0.0240 ,,,,0.5714 ,0.0001 ,0.0038 
P09382,LGALS1,,,,-0.5531 ,0.0000 ,0.0002 ,-0.9017 ,0.0078 ,0.0324 ,-0.5123 ,0.0009 ,0.0070 ,,,,,,,,,,-0.8593 ,0.0002 ,0.0053 
P09417,QDPR,,,,-0.4482 ,0.0001 ,0.0011 ,-0.5591 ,0.0094 ,0.0371 ,,,,-0.5158 ,0.0003 ,0.0035 ,,,,,,,,,
P09429,HMGB1,,,,,,,,,,-0.4866 ,0.0000 ,0.0001 ,,,,,,,,,,,,
P09455,RBP1,-0.9134 ,0.0003 ,0.0042 ,,,,-0.9410 ,0.0112 ,0.0425 ,,,,,,,,,,,,,-0.6095 ,0.0096 ,0.0481 
P09467,FBP1,,,,-0.4069 ,0.0060 ,0.0292 ,-0.7816 ,0.0011 ,0.0073 ,,,,-1.1715 ,0.0000 ,0.0000 ,,,,,,,,,
P09486,SPARC,,,,,,,,,,-0.6844 ,0.0098 ,0.0398 ,,,,,,,,,,,,
P09496,CLTA,1.1815 ,0.0010 ,0.0101 ,0.6272 ,0.0000 ,0.0001 ,0.6556 ,0.0032 ,0.0163 ,,,,,,,,,,,,,0.6521 ,0.0015 ,0.0146 
P09497,CLTB,0.7192 ,0.0047 ,0.0288 ,,,,0.6870 ,0.0001 ,0.0009 ,,,,,,,,,,,,,0.4136 ,0.0027 ,0.0219 
P09601,HMOX1,,,,,,,0.8292 ,0.0039 ,0.0190 ,,,,0.6822 ,0.0043 ,0.0243 ,,,,,,,,,
P09619,PDGFRB,,,,0.5039 ,0.0000 ,0.0004 ,,,,,,,,,,,,,,,,,,
P09622,DLD,0.4012 ,0.0000 ,0.0004 ,0.2834 ,0.0023 ,0.0150 ,0.3234 ,0.0001 ,0.0014 ,,,,-0.3332 ,0.0104 ,0.0464 ,,,,,,,,,
P09651,HNRNPA1,0.7033 ,0.0000 ,0.0001 ,,,,,,,,,,,,,0.5137 ,0.0028 ,0.0440 ,,,,0.3947 ,0.0007 ,0.0095 
P09661,SNRPA1,0.2673 ,0.0000 ,0.0001 ,,,,0.3461 ,0.0014 ,0.0084 ,,,,,,,,,,,,,,,
P09668,CTSH,1.4332 ,0.0036 ,0.0237 ,,,,,,,,,,,,,,,,,,,,,
P09874,PARP1,,,,,,,0.3502 ,0.0003 ,0.0028 ,,,,,,,,,,,,,,,
P09913,IFIT2,-0.3111 ,0.0046 ,0.0282 ,,,,-0.7706 ,0.0082 ,0.0335 ,,,,,,,,,,,,,,,
P09914,IFIT1,,,,,,,-0.4272 ,0.0033 ,0.0169 ,,,,,,,,,,,,,,,
P09917,ALOX5,,,,,,,,,,,,,,,,,,,,,,1.0294 ,0.0055 ,0.0336 
P09936,UCHL1,0.8468 ,0.0024 ,0.0181 ,,,,-1.2378 ,0.0029 ,0.0152 ,,,,,,,,,,,,,-0.6524 ,0.0087 ,0.0456 
P09958,FURIN,,,,,,,,,,,,,0.2965 ,0.0018 ,0.0125 ,0.5200 ,0.0022 ,0.0389 ,,,,,,
P09960,LTA4H,,,,-0.8700 ,0.0000 ,0.0004 ,-0.8336 ,0.0000 ,0.0001 ,,,,-0.6118 ,0.0000 ,0.0000 ,-0.4760 ,0.0001 ,0.0087 ,,,,,,
P0C0L4,C4A,-1.0640 ,0.0071 ,0.0384 ,,,,,,,,,,,,,,,,,,,1.4021 ,0.0002 ,0.0051 
P0C0L5,C4B,,,,,,,,,,,,,,,,,,,,,,1.1774 ,0.0036 ,0.0259 
P0C7P0,CISD3,,,,,,,,,,,,,,,,0.6151 ,0.0030 ,0.0453 ,,,,,,
P0C7T5,ATXN1L,,,,,,,,,,,,,0.3221 ,0.0001 ,0.0014 ,,,,,,,,,
P0C7X5,ZNF806,,,,,,,,,,,,,,,,,,,,,,0.8667 ,0.0009 ,0.0108 
P0CG12,DERPC,,,,,,,,,,-0.3942 ,0.0132 ,0.0496 ,,,,,,,,,,,,
P0CG30,GSTT2B,,,,,,,,,,,,,,,,-0.7632 ,0.0034 ,0.0493 ,,,,,,
P0DJD7,PGA4,,,,,,,0.5479 ,0.0043 ,0.0207 ,,,,,,,,,,,,,,,
P0DJI8,SAA1,2.1694 ,0.0001 ,0.0014 ,,,,2.0636 ,0.0000 ,0.0000 ,0.5242 ,0.0010 ,0.0076 ,1.3277 ,0.0112 ,0.0491 ,2.1052 ,0.0023 ,0.0395 ,,,,,,
P0DJI9,SAA2,1.1116 ,0.0057 ,0.0328 ,,,,1.9074 ,0.0000 ,0.0000 ,1.2405 ,0.0006 ,0.0048 ,0.9560 ,0.0092 ,0.0424 ,1.6211 ,0.0002 ,0.0118 ,,,,,,
P0DMN0,SULT1A4,,,,,,,0.9540 ,0.0013 ,0.0081 ,,,,,,,,,,,,,-1.1743 ,0.0007 ,0.0096 
P0DMV9,HSPA1B,,,,-0.4244 ,0.0007 ,0.0065 ,,,,,,,,,,,,,,,,,,
P0DN79,CBSL,0.9271 ,0.0013 ,0.0118 ,,,,,,,,,,,,,,,,,,,,,
P0DOX7,,,,,,,,0.7439 ,0.0000 ,0.0004 ,,,,,,,,,,,,,,,
P0DOX8,,,,,,,,0.4376 ,0.0051 ,0.0232 ,,,,,,,,,,,,,,,
P0DOY2,IGLC2,,,,,,,0.6056 ,0.0023 ,0.0127 ,,,,,,,,,,,,,,,
P0DP25,CALM3,,,,-0.4694 ,0.0005 ,0.0051 ,,,,,,,,,,,,,,,,,,
P10109,FDX1,1.0283 ,0.0016 ,0.0137 ,0.4845 ,0.0010 ,0.0081 ,,,,,,,,,,,,,,,,,,
P10153,RNASE2,,,,,,,,,,,,,-1.0845 ,0.0007 ,0.0063 ,,,,,,,,,
P10155,RO60,,,,,,,,,,,,,,,,,,,,,,0.3559 ,0.0056 ,0.0338 
P10253,GAA,,,,,,,,,,,,,-0.4287 ,0.0092 ,0.0426 ,,,,,,,,,
P10412,H1-4,,,,-0.5944 ,0.0064 ,0.0309 ,-0.4514 ,0.0132 ,0.0483 ,,,,,,,,,,,,,,,
P10451,SPP1,,,,,,,,,,,,,1.3041 ,0.0009 ,0.0072 ,,,,,,,,,
P10588,NR2F6,,,,,,,,,,-0.5532 ,0.0075 ,0.0327 ,,,,,,,,,,,,
P10599,TXN,,,,-0.3737 ,0.0047 ,0.0247 ,,,,-0.3381 ,0.0015 ,0.0100 ,-0.6757 ,0.0001 ,0.0011 ,,,,,,,-0.6492 ,0.0018 ,0.0169 
P10606,COX5B,0.8203 ,0.0090 ,0.0453 ,,,,,,,,,,,,,,,,,,,,,
P10619,CTSA,1.0920 ,0.0000 ,0.0008 ,,,,,,,,,,,,,,,,,,,0.5797 ,0.0000 ,0.0020 
P10620,MGST1,,,,,,,,,,,,,0.6831 ,0.0000 ,0.0002 ,,,,,,,0.9827 ,0.0000 ,0.0006 
P10635,CYP2D6,,,,,,,-0.5416 ,0.0100 ,0.0389 ,,,,,,,,,,,,,,,
P10636,MAPT,,,,,,,,,,0.2849 ,0.0108 ,0.0427 ,-0.9975 ,0.0000 ,0.0006 ,,,,,,,,,
P10643,C7,,,,0.7276 ,0.0022 ,0.0144 ,,,,-0.5996 ,0.0017 ,0.0113 ,,,,,,,,,,,,
P10644,PRKAR1A,,,,,,,-0.2901 ,0.0046 ,0.0216 ,,,,,,,,,,,,,,,
P10646,TFPI,,,,0.5565 ,0.0099 ,0.0422 ,0.6381 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
P10746,UROS,,,,,,,,,,,,,,,,,,,,,,-0.5528 ,0.0010 ,0.0118 
P10768,ESD,-0.4523 ,0.0007 ,0.0072 ,,,,-0.5951 ,0.0004 ,0.0031 ,,,,,,,,,,,,,,,
P10809,HSPD1,0.8990 ,0.0000 ,0.0000 ,,,,0.7115 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
P10909,CLU,,,,,,,,,,,,,,,,,,,,,,1.2318 ,0.0002 ,0.0053 
P10915,HAPLN1,,,,,,,,,,-1.7415 ,0.0004 ,0.0038 ,,,,,,,,,,,,
P11021,HSPA5,0.6741 ,0.0000 ,0.0002 ,,,,0.5472 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
P11047,LAMC1,,,,0.6580 ,0.0115 ,0.0468 ,,,,,,,,,,-0.5106 ,0.0005 ,0.0168 ,,,,,,
P11055,MYH3,,,,,,,,,,0.3870 ,0.0000 ,0.0001 ,,,,,,,,,,,,
P11117,ACP2,0.8939 ,0.0000 ,0.0002 ,,,,0.3743 ,0.0001 ,0.0007 ,0.3650 ,0.0003 ,0.0034 ,,,,,,,,,,0.3577 ,0.0090 ,0.0464 
P11137,MAP2,,,,,,,,,,,,,,,,,,,,,,0.3392 ,0.0000 ,0.0018 
P11166,SLC2A1,-1.2740 ,0.0088 ,0.0445 ,,,,,,,,,,,,,,,,,,,,,
P11168,SLC2A2,,,,,,,-1.0173 ,0.0003 ,0.0027 ,,,,,,,,,,,,,,,
P11169,SLC2A3,,,,,,,1.2337 ,0.0001 ,0.0007 ,0.6253 ,0.0001 ,0.0009 ,0.6177 ,0.0018 ,0.0125 ,0.5708 ,0.0006 ,0.0203 ,,,,,,
P11171,EPB41,-0.8145 ,0.0097 ,0.0476 ,,,,0.2997 ,0.0054 ,0.0243 ,,,,0.3818 ,0.0088 ,0.0412 ,,,,,,,,,
P11172,UMPS,,,,-0.2891 ,0.0079 ,0.0359 ,,,,,,,-0.2951 ,0.0004 ,0.0038 ,,,,,,,,,
P11177,PDHB,0.3325 ,0.0041 ,0.0260 ,,,,0.3789 ,0.0081 ,0.0332 ,,,,,,,,,,,,,,,
P11182,DBT,0.3993 ,0.0080 ,0.0419 ,,,,,,,,,,,,,,,,,,,,,
P11215,ITGAM,0.6474 ,0.0077 ,0.0407 ,,,,0.3431 ,0.0012 ,0.0076 ,0.4961 ,0.0057 ,0.0269 ,,,,,,,,,,,,
P11216,PYGB,,,,-0.3689 ,0.0000 ,0.0000 ,-0.3251 ,0.0002 ,0.0019 ,,,,,,,-0.4160 ,0.0003 ,0.0121 ,,,,,,
P11217,PYGM,,,,,,,,,,0.3821 ,0.0002 ,0.0026 ,,,,,,,,,,,,
P11233,RALA,,,,,,,0.4628 ,0.0000 ,0.0000 ,0.2682 ,0.0024 ,0.0142 ,,,,,,,,,,0.3129 ,0.0054 ,0.0331 
P11274,BCR,,,,,,,,,,0.5478 ,0.0005 ,0.0042 ,,,,,,,,,,,,
P11279,LAMP1,0.8516 ,0.0000 ,0.0002 ,0.4838 ,0.0029 ,0.0173 ,0.5474 ,0.0125 ,0.0463 ,,,,,,,0.3855 ,0.0029 ,0.0445 ,,,,,,
P11310,ACADM,0.6492 ,0.0062 ,0.0348 ,,,,,,,,,,-0.6936 ,0.0000 ,0.0000 ,,,,,,,,,
P11387,TOP1,0.3320 ,0.0095 ,0.0470 ,,,,0.3061 ,0.0023 ,0.0125 ,,,,,,,,,,,,,0.4977 ,0.0029 ,0.0227 
P11388,TOP2A,,,,,,,1.1100 ,0.0071 ,0.0301 ,,,,,,,,,,,,,,,
P11413,G6PD,0.2648 ,0.0080 ,0.0418 ,-0.5777 ,0.0001 ,0.0011 ,,,,,,,,,,,,,,,,,,
P11441,UBL4A,,,,-0.3030 ,0.0000 ,0.0008 ,,,,,,,,,,,,,,,,,,
P11473,VDR,0.7032 ,0.0000 ,0.0007 ,,,,,,,,,,,,,,,,,,,,,
P11498,PC,,,,,,,0.6759 ,0.0002 ,0.0017 ,,,,,,,,,,,,,,,
P11532,DMD,,,,,,,-0.2776 ,0.0126 ,0.0467 ,,,,,,,,,,,,,,,
P11712,CYP2C9,,,,,,,-0.6638 ,0.0015 ,0.0093 ,,,,,,,,,,,,,,,
P11717,IGF2R,,,,0.4643 ,0.0014 ,0.0103 ,,,,,,,,,,,,,,,,,,
P11766,ADH5,,,,-0.3797 ,0.0009 ,0.0077 ,-0.8228 ,0.0001 ,0.0012 ,,,,-0.7063 ,0.0000 ,0.0000 ,-0.3969 ,0.0017 ,0.0330 ,,,,,,
P11940,PABPC1,0.4148 ,0.0035 ,0.0233 ,,,,0.4950 ,0.0000 ,0.0004 ,,,,,,,0.3550 ,0.0011 ,0.0266 ,,,,,,
P12004,PCNA,0.5415 ,0.0064 ,0.0357 ,,,,0.4924 ,0.0024 ,0.0131 ,,,,,,,,,,,,,,,
P12035,KRT3,,,,,,,1.2084 ,0.0031 ,0.0160 ,,,,,,,,,,,,,,,
P12074,COX6A1,0.5151 ,0.0079 ,0.0417 ,,,,,,,,,,,,,,,,,,,,,
P12081,HARS1,,,,-0.4168 ,0.0008 ,0.0068 ,0.5603 ,0.0000 ,0.0004 ,,,,,,,,,,,,,,,
P12109,COL6A1,,,,0.5318 ,0.0002 ,0.0028 ,,,,-0.4312 ,0.0021 ,0.0128 ,,,,-1.1509 ,0.0021 ,0.0381 ,,,,,,
P12110,COL6A2,,,,0.6182 ,0.0001 ,0.0015 ,-0.6025 ,0.0075 ,0.0315 ,-0.3867 ,0.0011 ,0.0078 ,,,,,,,,,,,,
P12111,COL6A3,,,,0.4841 ,0.0010 ,0.0081 ,-0.6611 ,0.0089 ,0.0357 ,-0.3822 ,0.0029 ,0.0160 ,,,,-1.1223 ,0.0023 ,0.0399 ,,,,,,
P12235,SLC25A4,,,,,,,,,,0.4182 ,0.0000 ,0.0000 ,0.5294 ,0.0092 ,0.0426 ,,,,,,,,,
P12236,SLC25A6,0.9984 ,0.0003 ,0.0035 ,,,,,,,,,,0.6265 ,0.0003 ,0.0032 ,1.1511 ,0.0009 ,0.0244 ,,,,0.8713 ,0.0078 ,0.0424 
P12268,IMPDH2,0.9226 ,0.0000 ,0.0005 ,0.5022 ,0.0002 ,0.0031 ,1.0507 ,0.0000 ,0.0000 ,0.2999 ,0.0000 ,0.0002 ,0.9434 ,0.0000 ,0.0008 ,0.7057 ,0.0021 ,0.0384 ,,,,1.3377 ,0.0000 ,0.0006 
P12270,TPR,,,,,,,0.2681 ,0.0002 ,0.0017 ,,,,,,,,,,,,,,,
P12273,PIP,1.3552 ,0.0070 ,0.0381 ,,,,,,,,,,,,,,,,,,,,,
P12277,CKB,,,,,,,,,,0.3297 ,0.0050 ,0.0243 ,,,,,,,,,,,,
P12314,FCGR1A,0.4004 ,0.0002 ,0.0032 ,1.9058 ,0.0085 ,0.0377 ,0.6070 ,0.0091 ,0.0361 ,,,,0.5211 ,0.0000 ,0.0007 ,,,,,,,,,
P12318,FCGR2A,0.4348 ,0.0095 ,0.0470 ,0.3882 ,0.0062 ,0.0299 ,,,,,,,,,,,,,,,,,,
P12429,ANXA3,,,,,,,,,,0.4918 ,0.0000 ,0.0000 ,,,,,,,,,,,,
P12532,CKMT1A,0.9900 ,0.0000 ,0.0001 ,,,,,,,0.7722 ,0.0003 ,0.0027 ,,,,,,,,,,,,
P12694,BCKDHA,0.5783 ,0.0003 ,0.0045 ,,,,,,,,,,,,,,,,,,,,,
P12724,RNASE3,,,,,,,,,,,,,,,,,,,,,,0.5344 ,0.0005 ,0.0077 
P12821,ACE,,,,,,,,,,-0.4365 ,0.0022 ,0.0135 ,,,,,,,,,,-0.6294 ,0.0047 ,0.0307 
P12830,CDH1,,,,,,,0.3864 ,0.0001 ,0.0013 ,,,,,,,,,,,,,,,
P12882,MYH1,,,,,,,,,,0.5998 ,0.0000 ,0.0000 ,,,,,,,,,,,,
P12955,PEPD,,,,-0.8692 ,0.0000 ,0.0010 ,,,,,,,,,,,,,,,,,,
P12956,XRCC6,,,,,,,0.3506 ,0.0000 ,0.0006 ,,,,,,,,,,,,,,,
P13010,XRCC5,,,,,,,0.4132 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.4475 ,0.0011 ,0.0123 
P13073,COX4I1,0.4417 ,0.0057 ,0.0327 ,0.3804 ,0.0002 ,0.0028 ,,,,,,,,,,,,,,,,,,
P13196,ALAS1,,,,,,,1.2395 ,0.0000 ,0.0000 ,,,,0.4346 ,0.0017 ,0.0119 ,,,,,,,,,
P13284,IFI30,1.0135 ,0.0011 ,0.0105 ,,,,,,,,,,,,,,,,,,,,,
P13473,LAMP2,,,,0.5952 ,0.0019 ,0.0130 ,,,,,,,0.4326 ,0.0027 ,0.0169 ,0.6760 ,0.0004 ,0.0158 ,,,,0.6229 ,0.0025 ,0.0209 
P13498,CYBA,,,,,,,,,,,,,0.6909 ,0.0005 ,0.0046 ,,,,,,,0.6622 ,0.0004 ,0.0075 
P13533,MYH6,,,,,,,,,,0.4540 ,0.0090 ,0.0375 ,,,,,,,,,,,,
P13591,NCAM1,,,,,,,,,,,,,,,,,,,,,,0.6853 ,0.0014 ,0.0141 
P13611,VCAN,,,,,,,,,,-1.1218 ,0.0085 ,0.0358 ,,,,,,,,,,,,
P13639,EEF2,0.4442 ,0.0011 ,0.0104 ,,,,0.4813 ,0.0000 ,0.0002 ,,,,0.2860 ,0.0001 ,0.0018 ,,,,,,,0.3364 ,0.0006 ,0.0085 
P13645,KRT10,1.9108 ,0.0048 ,0.0291 ,1.4030 ,0.0107 ,0.0446 ,1.1448 ,0.0006 ,0.0046 ,0.8723 ,0.0006 ,0.0050 ,,,,,,,,,,,,
P13647,KRT5,2.0084 ,0.0034 ,0.0231 ,,,,1.0706 ,0.0032 ,0.0162 ,,,,,,,,,,,,,,,
P13667,PDIA4,0.7378 ,0.0000 ,0.0001 ,0.4093 ,0.0077 ,0.0353 ,,,,,,,,,,,,,,,,,,
P13674,P4HA1,0.8018 ,0.0000 ,0.0004 ,0.6377 ,0.0003 ,0.0035 ,,,,,,,0.2666 ,0.0039 ,0.0225 ,0.6542 ,0.0002 ,0.0114 ,,,,,,
P13686,ACP5,,,,,,,,,,,,,-0.5958 ,0.0074 ,0.0365 ,,,,,,,,,
P13688,CEACAM1,1.0732 ,0.0062 ,0.0348 ,,,,0.5854 ,0.0052 ,0.0238 ,,,,,,,,,,,,,,,
P13716,ALAD,-1.4062 ,0.0022 ,0.0171 ,-0.7865 ,0.0113 ,0.0461 ,-1.2401 ,0.0005 ,0.0036 ,,,,-1.1317 ,0.0000 ,0.0000 ,,,,,,,-0.9379 ,0.0004 ,0.0065 
P13747,HLA-E,,,,0.9397 ,0.0004 ,0.0044 ,0.8287 ,0.0002 ,0.0015 ,0.3374 ,0.0012 ,0.0088 ,0.7936 ,0.0000 ,0.0000 ,0.6972 ,0.0001 ,0.0059 ,,,,0.5472 ,0.0001 ,0.0037 
P13796,LCP1,,,,-0.5713 ,0.0001 ,0.0021 ,,,,,,,,,,,,,,,,,,
P13797,PLS3,,,,-0.5095 ,0.0013 ,0.0099 ,,,,-0.3082 ,0.0077 ,0.0332 ,,,,-0.4505 ,0.0012 ,0.0283 ,,,,,,
P13798,APEH,-0.8873 ,0.0017 ,0.0139 ,-1.1027 ,0.0000 ,0.0006 ,-0.9875 ,0.0000 ,0.0006 ,,,,-0.4909 ,0.0000 ,0.0000 ,,,,,,,-0.6897 ,0.0002 ,0.0050 
P13804,ETFA,0.8559 ,0.0000 ,0.0007 ,,,,0.6287 ,0.0001 ,0.0007 ,,,,,,,,,,,,,,,
P13807,GYS1,,,,,,,,,,-0.3990 ,0.0093 ,0.0385 ,,,,,,,,,,0.4069 ,0.0045 ,0.0298 
P13861,PRKAR2A,,,,,,,,,,,,,,,,,,,,,,0.3201 ,0.0041 ,0.0278 
P13984,GTF2F2,,,,,,,0.5087 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.4134 ,0.0004 ,0.0066 
P13987,CD59,,,,0.8626 ,0.0000 ,0.0001 ,0.6921 ,0.0003 ,0.0026 ,0.5180 ,0.0000 ,0.0001 ,1.0644 ,0.0000 ,0.0002 ,1.3522 ,0.0000 ,0.0019 ,,,,,,
P13995,MTHFD2,1.2298 ,0.0000 ,0.0000 ,1.3563 ,0.0001 ,0.0017 ,,,,0.3092 ,0.0006 ,0.0048 ,0.8956 ,0.0000 ,0.0003 ,1.2839 ,0.0000 ,0.0022 ,,,,,,
P14091,CTSE,1.7231 ,0.0028 ,0.0199 ,,,,,,,,,,,,,,,,,,,,,
P14151,SELL,,,,-1.3516 ,0.0029 ,0.0175 ,,,,,,,,,,,,,,,,,,
P14174,MIF,,,,,,,,,,-0.3732 ,0.0000 ,0.0002 ,,,,,,,,,,,,
P14209,CD99,0.4586 ,0.0062 ,0.0348 ,,,,,,,,,,,,,,,,,,,,,
P14210,HGF,0.6682 ,0.0008 ,0.0085 ,,,,,,,,,,0.7655 ,0.0001 ,0.0019 ,,,,,,,,,
P14314,PRKCSH,0.7132 ,0.0025 ,0.0185 ,,,,,,,-0.2951 ,0.0002 ,0.0019 ,,,,,,,,,,,,
P14317,HCLS1,,,,,,,,,,,,,0.3686 ,0.0006 ,0.0057 ,,,,,,,,,
P14324,FDPS,,,,-0.7137 ,0.0000 ,0.0001 ,,,,-0.3032 ,0.0007 ,0.0057 ,-0.2870 ,0.0027 ,0.0165 ,,,,,,,,,
P14373,TRIM27,0.3682 ,0.0023 ,0.0176 ,0.4010 ,0.0043 ,0.0232 ,,,,,,,,,,,,,,,,,,
P14384,CPM,0.7089 ,0.0000 ,0.0004 ,0.9252 ,0.0003 ,0.0033 ,0.6616 ,0.0000 ,0.0000 ,,,,0.3378 ,0.0074 ,0.0364 ,0.8409 ,0.0002 ,0.0103 ,,,,0.8811 ,0.0006 ,0.0087 
P14406,COX7A2,0.6515 ,0.0089 ,0.0450 ,,,,,,,,,,,,,,,,,,,,,
P14543,NID1,,,,0.4042 ,0.0121 ,0.0486 ,,,,,,,,,,-0.3526 ,0.0003 ,0.0137 ,,,,,,
P14550,AKR1A1,,,,-0.5963 ,0.0000 ,0.0005 ,-0.7442 ,0.0005 ,0.0039 ,,,,-0.6609 ,0.0000 ,0.0000 ,,,,,,,,,
P14555,PLA2G2A,,,,,,,2.4049 ,0.0009 ,0.0063 ,1.6055 ,0.0000 ,0.0004 ,2.4828 ,0.0008 ,0.0066 ,,,,,,,2.3317 ,0.0053 ,0.0331 
P14598,NCF1,,,,-0.7622 ,0.0002 ,0.0031 ,,,,,,,,,,,,,,,,,,
P14618,PKM,,,,-0.5142 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,,,,
P14625,HSP90B1,0.6826 ,0.0000 ,0.0005 ,,,,,,,-0.2833 ,0.0013 ,0.0091 ,,,,,,,,,,,,
P14649,MYL6B,,,,,,,,,,-0.3030 ,0.0003 ,0.0028 ,,,,,,,,,,,,
P14678,SNRPB,,,,,,,0.4077 ,0.0001 ,0.0009 ,,,,,,,,,,,,,0.6959 ,0.0000 ,0.0010 
P14735,IDE,,,,-0.3387 ,0.0002 ,0.0027 ,,,,,,,,,,,,,,,,,,
P14778,IL1R1,,,,1.2671 ,0.0003 ,0.0034 ,0.9545 ,0.0000 ,0.0001 ,,,,1.2456 ,0.0000 ,0.0005 ,1.0974 ,0.0005 ,0.0168 ,,,,2.0803 ,0.0000 ,0.0004 
P14780,MMP9,,,,,,,0.8651 ,0.0035 ,0.0177 ,0.3790 ,0.0034 ,0.0181 ,,,,,,,,,,,,
P14854,COX6B1,0.9441 ,0.0061 ,0.0345 ,,,,,,,0.2930 ,0.0002 ,0.0021 ,,,,,,,,,,,,
P14859,POU2F1,,,,,,,,,,,,,,,,,,,,,,0.4457 ,0.0050 ,0.0318 
P14866,HNRNPL,0.3341 ,0.0071 ,0.0385 ,,,,,,,,,,,,,,,,,,,0.2981 ,0.0003 ,0.0060 
P14920,DAO,-0.4599 ,0.0073 ,0.0392 ,,,,-1.1290 ,0.0052 ,0.0235 ,,,,-1.3180 ,0.0000 ,0.0003 ,,,,,,,,,
P14923,JUP,,,,,,,0.3126 ,0.0000 ,0.0002 ,0.3815 ,0.0000 ,0.0000 ,,,,,,,,,,,,
P14927,UQCRB,1.1135 ,0.0000 ,0.0003 ,0.3609 ,0.0066 ,0.0315 ,,,,0.3486 ,0.0000 ,0.0000 ,,,,1.0220 ,0.0033 ,0.0479 ,,,,,,
P15104,GLUL,1.2061 ,0.0000 ,0.0000 ,1.9159 ,0.0124 ,0.0494 ,-1.3666 ,0.0021 ,0.0120 ,0.3695 ,0.0032 ,0.0174 ,1.2793 ,0.0000 ,0.0005 ,,,,,,,0.9135 ,0.0012 ,0.0129 
P15121,AKR1B1,,,,-0.4013 ,0.0044 ,0.0239 ,,,,,,,,,,,,,,,,,,
P15144,ANPEP,0.5265 ,0.0000 ,0.0001 ,,,,0.4279 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,
P15151,PVR,,,,,,,0.8192 ,0.0003 ,0.0025 ,,,,,,,,,,,,,,,
P15153,RAC2,,,,-0.3965 ,0.0064 ,0.0308 ,,,,,,,,,,,,,,,,,,
P15169,CPN1,,,,,,,,,,,,,,,,,,,,,,-1.5717 ,0.0003 ,0.0063 
P15170,GSPT1,,,,-0.3322 ,0.0030 ,0.0179 ,0.3261 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
P15259,PGAM2,,,,,,,,,,,,,-0.8917 ,0.0063 ,0.0325 ,,,,,,,,,
P15260,IFNGR1,0.5652 ,0.0002 ,0.0031 ,0.5351 ,0.0001 ,0.0012 ,1.2833 ,0.0000 ,0.0000 ,0.5164 ,0.0009 ,0.0066 ,0.4424 ,0.0001 ,0.0016 ,0.3999 ,0.0003 ,0.0140 ,,,,,,
P15289,ARSA,,,,-0.4387 ,0.0002 ,0.0022 ,,,,,,,-0.6000 ,0.0000 ,0.0007 ,-0.6470 ,0.0008 ,0.0235 ,,,,,,
P15291,B4GALT1,0.9735 ,0.0000 ,0.0008 ,0.8018 ,0.0000 ,0.0001 ,1.1025 ,0.0000 ,0.0000 ,,,,0.4280 ,0.0010 ,0.0082 ,0.6933 ,0.0000 ,0.0022 ,,,,0.8733 ,0.0085 ,0.0446 
P15311,EZR,,,,-0.4625 ,0.0125 ,0.0498 ,0.5234 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
P15336,ATF2,,,,,,,,,,,,,,,,0.3776 ,0.0011 ,0.0261 ,,,,0.3839 ,0.0015 ,0.0145 
P15374,UCHL3,,,,-0.8914 ,0.0000 ,0.0000 ,,,,-0.4714 ,0.0000 ,0.0000 ,-0.3543 ,0.0037 ,0.0213 ,,,,,,,-0.5914 ,0.0004 ,0.0065 
P15408,FOSL2,1.4891 ,0.0000 ,0.0003 ,1.2628 ,0.0072 ,0.0336 ,0.8013 ,0.0029 ,0.0150 ,0.6245 ,0.0000 ,0.0000 ,1.5281 ,0.0000 ,0.0000 ,1.7133 ,0.0024 ,0.0409 ,,,,,,
P15428,HPGD,,,,,,,,,,,,,-0.6966 ,0.0004 ,0.0040 ,,,,,,,,,
P15529,CD46,,,,,,,,,,,,,,,,,,,,,,0.4022 ,0.0071 ,0.0402 
P15531,NME1,0.3027 ,0.0066 ,0.0366 ,,,,,,,-0.2823 ,0.0042 ,0.0212 ,-0.2667 ,0.0021 ,0.0139 ,,,,,,,,,
P15559,NQO1,,,,,,,,,,,,,1.7213 ,0.0000 ,0.0006 ,,,,,,,,,
P15586,GNS,0.8838 ,0.0028 ,0.0197 ,,,,0.3651 ,0.0021 ,0.0117 ,,,,-0.6877 ,0.0023 ,0.0150 ,,,,,,,0.7306 ,0.0026 ,0.0212 
P15692,VEGFA,,,,,,,,,,,,,,,,,,,,,,0.6535 ,0.0007 ,0.0091 
P15848,ARSB,,,,,,,,,,,,,-0.9225 ,0.0007 ,0.0059 ,,,,,,,0.3746 ,0.0071 ,0.0399 
